show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,country_cleaned,continent,month,day,year,difference
s1347,tv show,90 day fiancé,missing,,united states,2020-10-01,2014,tv-14,7 seasons,"documentaries, reality, romance","is three months enough time to decide your future? with a fiancé visa, the sponsor and his or her fiancé must wed within 90 days of their arrival in the u.s. the international fiancés will have to get to know their potential spouses and american culture fast, and then decide whether or not to get married.",missing,north america,10,1,2020,81
s1348,tv show,90 day fiancé: before the 90 days,missing,,usa,2020-10-01,2017,tv-14,4 seasons,"documentaries, international, reality","90 day fiance: before the 90 days features americans who believe they've found their soul mate online and are traveling to a different country to meet them for the very first time. during the trip, the american will get to know a practical stranger, uncovering truths and secrets that they never expected.",missing,north america,10,1,2020,45
s1349,movie,across the line,missing,,usa,2020-10-01,2015,tv-ma,87 min,"black stories, drama","mattie is a top ice hockey player tipped to be selected by one of the top teams in the national hockey league, but his plans are jeopardized by his hustling brother and the corrosive racial tension at his high school.",missing,north america,10,1,2020,69
s1352,movie,boonie bears: the big shrink,missing,,china,2020-10-01,2018,missing,90 min,"comedy, kids",the bears are accidentally shrunk.,missing,asia,10,1,2020,33
s1353,tv show,dr. pimple popper,missing,,united states,2020-10-01,2018,tv-14,4 seasons,"documentaries, reality",dr. sandra lee is a renowned dermatological surgeon who is tasked with removing life-altering growths from her patients' skin so they can try to reclaim their lives.,missing,north america,10,1,2020,33
s1355,tv show,halloween baking championship,missing,,usa,2020-10-01,2015,tv-pg,4 seasons,"cooking & food, lifestyle & culture, reality","comedian john henson welcomes eight talented bakers into the halloween baking kitchen to face downright spooky challenges and scarily accurate critiques from outrageously costumed judges carla hall, lorraine pascale and zac young. one baker will rise to claim the title of halloween baking champion and a $25,000 prize.",missing,north america,10,1,2020,69
s1356,movie,halloween wars,missing,,usa,2020-10-01,2011,tv-g,missing,"cooking & food, lifestyle & culture, reality","five teams of cake decorators, candy makers, and pumpkin carvers compete.",missing,north america,10,1,2020,117
s1357,tv show,higurashi when they cry,missing,,japan,2020-10-01,2020,missing,1 season,anime,"moving to the quiet village of hinamizawa, keiichi easily finds friendship amongst his new classmates. ready for the largest festival of the year, he’s unable to dismiss a looming sense of dread. what dark secrets lie buried in his new home?",missing,asia,10,1,2020,9
s1358,tv show,homicide city: charlotte,missing,,usa,2020-10-01,2019,tv-14,1 season,"crime, documentaries",homicide city: charlotte tells the stories of the city's most memorable murders. veteran homicide detective garry mcfadden and his colleagues at the cmpd share the remarkable cases that remain with each of these investigators to this day.,missing,north america,10,1,2020,21
s1359,movie,judy & punch,missing,,australia,2020-10-01,2019,missing,106 min,comedy,"puppeteers judy and punch are trying to resurrect their marionette show. the show is a hit due to judy's superior puppeteering, but punch's driving ambition and penchant for whisky lead to an inevitable tragedy that judy must avenge.",missing,oceania,10,1,2020,21
s1360,movie,kindred spirits (2019),missing,,usa,2020-10-01,2019,tv-14,92 min,"drama, thriller","chloe has her life turned upside down when her younger sister, sadie, comes home after a long unexplained absence. though sadie seems to want to settle in with chloe and her 17-year-old daughter nicole, she's actually a deeply disturbed young woman.",missing,north america,10,1,2020,21
s1361,tv show,moonshiners: master distiller,missing,,usa,2020-10-01,2020,tv-14,1 season,reality,america's top legal and outlaw distillers go head-to-head in the ultimate booze-making competition to see who has what it takes to join the ranks of the greats and win the title of master distiller.,missing,north america,10,1,2020,9
s1362,tv show,my feet are killing me,missing,,usa,2020-10-01,2019,tv-14,1 season,"documentaries, reality",patients of dr. brad schaeffer and dr. ebonie vincent undergo surgery to have their feet radically transformed and their lives changed forever.,missing,north america,10,1,2020,21
s1363,movie,next level,missing,,usa,2020-10-01,2019,tv-pg,1 min,"drama, family",a group of girls at a performing arts camp compete for the “miss next” title and learn that competition isn’t everything.,missing,north america,10,1,2020,21
s1364,movie,sex ed,missing,,united states,2020-10-01,2014,tv-ma,92 min,"comedy, drama, romance","first time teacher eddie cole turns his class into sex ed., but his students seem to have more experience than he does.",missing,north america,10,1,2020,81
s1366,movie,stripped: los angeles,missing,,usa,2020-10-01,2020,tv-ma,missing,documentaries,"stripped is an intimate glimpse into the lives of los angeles' top exotic dancers, highlighting the aspirational and empowering stories that challenge the way society stigmatizes the profession.",missing,north america,10,1,2020,9
s1367,tv show,supermarket stakeout,missing,,usa,2020-10-01,2019,tv-g,1 season,"cooking & food, lifestyle & culture, reality","alex guarnaschelli hosts as chefs square off in a competitive pop-up kitchen outside a grocery store. to make their challenge dishes, the chefs must size up shoppers as they exit the store and negotiate for their grocery bags.",missing,north america,10,1,2020,21
s1368,movie,swimming for gold,missing,,australia,2020-10-01,2020,missing,91 min,"drama, family",a us women’s swim team olympic hopeful suffers an injury that forces her to put aside her dreams and help the australian men’s swim team get competition ready.,missing,oceania,10,1,2020,9
s1370,movie,the sandman,missing,,usa,2020-10-01,2017,r,89 min,horror,"a little girl with formidable powers imagines into existence the sandman, a terrible monster from her nightmares that bring harm to anyone who wants to hurt her.",missing,north america,10,1,2020,45
s1371,tv show,twisted love,missing,,usa,2020-10-01,2020,tv-14,1 season,"crime, documentaries","""twisted love"" takes a look inside shocking crimes that were committed in the name of love.",missing,north america,10,1,2020,9
s1372,tv show,soccer made in germany,missing,,germany,2020-09-30,2020,missing,1 season,sports,"responsible for popularizing soccer in the u.s. in the 70s and 80s, soccer made in germany was the first ever soccer-dedicated show about the international game in america.",missing,europe,9,30,2020,8
s1373,tv show,weakest link,missing,,uk,2020-09-30,2020,tv-pg,1 season,game shows,"jane lynch hosts as eight contestants work as a team to bank the maximum amount of prize money across multiple rounds by answering rapid-fire trivia questions, with each successive correct answer increasing the amount of potential winnings, and each incorrect answer breaking the chain and forcing the contestants to start over with the lowest amount of money. at the end of each round, players vote for the person whom they consider to be the weakest link, and the contestant with the most votes leaves the game as jane delivers the famous catchphrase: ""you are the weakest link. goodbye.""",missing,missing,9,30,2020,8
s1374,movie,inherit the viper,missing,,usa,2020-09-29,2019,r,84 min,"crime, drama, thriller","for siblings kip and josie, dealing opioids isn't just their family business – it's their only means of survival. when a deal goes fatally wrong, kip decides he wants out for good. but his attempt to escape his family's legacy soon ignites a powder keg of violence and betrayal, endangering kip, josie and their younger brother.",missing,north america,9,29,2020,20
s1375,movie,trauma center,missing,,usa,2020-09-29,2019,r,87 min,"action, thriller","alone and trapped in a locked-down hospital isolation ward overnight, an injured young woman must escape a pair of vicious killers who are after the only piece of evidence that can implicate them in a grisly murder: the bullet in her leg.",missing,north america,9,29,2020,20
s1376,movie,ufc ultimate knockouts,missing,,usa,2020-09-29,2014,tv-14,missing,sports,"ufc ultimate knockouts brings you some of the most devastating finishes ever seen inside the octagon. from one-punch knockouts to highlight reel kicks, you’ll see the ufcs’s biggest names in their most memorable performances.",missing,north america,9,29,2020,80
s1377,tv show,fargo,missing,,united states,2020-09-28,2014,tv-ma,4 seasons,"crime, drama","an original adaptation of the academy award®-winning feature film, fargo features an all-new ""true crime"" story and follows a new case and new characters, all entrenched in the trademark humor, murder and ""minnesota nice"" that made the film an enduring classic. oscar® winner billy bob thornton stars as ""lorne malvo,"" a rootless, manipulative man who meets and forever changes the life of small town insurance salesman ""lester nygaard,"" played by bafta award® winner and emmy®-nominated martin freeman. colin hanks plays duluth police deputy ""gus grimly,"" a single dad who must choose between his own personal safety and his duty as a policeman when he comes face-to-face with a killer. allison tolman also stars as ""molly solverson,"" an ambitious bemidji deputy. an fx networks original series.",missing,north america,9,28,2020,80
s1378,tv show,a wilderness of error,missing,,usa,2020-09-26,2020,tv-ma,1 season,documentaries,"a wilderness of error is a five-part documentary series based on the book of the same name by filmmaker and author errol morris, who also appears in the series. when green beret army surgeon jeffrey macdonald is sent to prison after being convicted of killing his pregnant wife and two young daughters, a storm of swirling narratives challenges the very ability to find the truth all the while overshadowing a chilling possibility: macdonald may be an innocent man. marc smerling re-investigates the complicated case that has spanned decades in an attempt to find the truth.",missing,north america,9,26,2020,8
s1379,movie,judy,missing,,uk,2020-09-25,2019,pg-13,118 min,"drama, history, music","thirty years after starring in ""the wizard of oz,"" beloved actress and singer judy garland arrives in london to perform sold-out shows at the talk of the town nightclub. while there, she reminisces with friends and fans and begins a whirlwind romance with musician mickey deans, her soon-to-be fifth husband.",missing,missing,9,25,2020,20
s1380,tv show,s.w.a.t.,missing,,united states,2020-09-25,2017,tv-14,3 seasons,"action, adventure, crime","s.w.a.t. stars shemar moore as a locally born and raised s.w.a.t. sergeant newly tasked to run a specialized tactical unit that is the last stop in law enforcement in los angeles. torn between loyalty to where he was raised and allegiance to his brothers in blue, former marine daniel ""hondo"" harrelson has everything it takes to be an excellent leader and bridge the divide between his two worlds.",missing,north america,9,25,2020,44
s1381,tv show,s.w.a.t. en español,missing,,usa,2020-09-25,2017,tv-14,3 seasons,"action, adventure, latino","dividido entre la lealtad al lugar dónde creció y la fidelidad a sus hermanos de uniforme, el antiguo marine daniel ""hondo"" harrelson tiene todo lo necesario para ser un excelente líder y unir la división entre sus dos mundos.",missing,north america,9,25,2020,44
s1382,tv show,i can see your voice,missing,,usa,2020-09-24,2020,tv-pg,1 season,"game shows, music, reality","actress cheryl hines and vocalist adrienne bailon-houghton join host ken jeong and a rotating panel of celebrity detectives, comprising comics, pop culture experts and a musical superstar, to help one contestant tell the difference between good and bad singers – without ever hearing them sing a note. with $100,000 on the line, the contestant attempts to weed out the bad ""secret voices"" from the good, based on a series of clues, interrogation and lip-synch challenges. in the end, the singer whom the contestant picks reveals good or bad singing in a duet performance with the musical superstar, resulting in an amazing musical collaboration or a totally hilarious train wreck.",missing,north america,9,24,2020,8
s1383,tv show,the apartment (tv),missing,,usa,2020-09-24,2018,missing,2 seasons,lifestyle & culture,"twelve aspiring designers from around the world compete over ten intense episodes to win a brand new luxury home. in this high stakes competition, the budding designers are mentored by designer to the stars, jamie durie and their fate is decided by the dark prince of design, laurence llewelyn bowen. high drama, amazing designs and a beautiful cast will keep viewers at the edge of their seats.",missing,north america,9,24,2020,32
s1384,tv show,cosmos: possible worlds,missing,,usa,2020-09-23,2020,missing,1 season,"documentaries, science & technology",a wonder-filled voyage to the lost worlds and worlds yet to come revealed by science.,missing,north america,9,23,2020,8
s1385,tv show,if loving you is wrong,missing,,united states,2020-09-23,2014,tv-ma,5 seasons,"black stories, drama, romance","couples and friends in a middle-class community are the focus of this drama series by tyler perry. while it may seem typical, below the surface lie heartbreak and deceit, threatening everybody's well-being. residents include married randal and marcie; she desperately wants children; he's having an affair with alex, the wife of best friend brad. elsewhere in the neighborhood, divorced esperanza pursues a budding relationship with julius while keeping it secret from her vindictive ex, edward.",missing,north america,9,23,2020,80
s1386,tv show,boonie bears: spring into action,missing,,china,2020-09-22,2018,tv-g,1 season,"adventure, family, kids","spring is in the air and the forest animals are planting fresh trees and flowers to celebrate. however, when logger vick comes around and threatens to chop down every tree in the forest, it will take the bear brothers - briar and bramble - to rally their forest friends and save their home.",missing,asia,9,22,2020,32
s1387,tv show,filthy rich,missing,,usa,2020-09-22,2020,tv-14,1 season,drama,"a southern gothic family drama in which wealth, power and religion intersect – more correctly, collide – with outrageously soapy results. meet the monreauxes, a mega-rich southern family famed for creating a successful christian television network. on the cusp of launching a digital retail arm of the company, the family's patriarch, eugene, dies in a plane crash, leaving his wife, margaret, to take charge of the family business. not surprisingly, eugene's apparent death greatly impacts the family, who are stunned to learn that eugene fathered three illegitimate children, all of whom are written into his will. now, margaret must use her business savvy and southern charm to control her newly legitimized heirs, whose very existence threatens the monreaux family name and fortune.",missing,north america,9,22,2020,8
s1388,movie,the addams family,missing,,usa,2020-09-22,2019,pg,87 min,"comedy, kids","members of the mysterious and spooky addams family – gomez, morticia, pugsley, wednesday, uncle fester and grandma – are readily preparing for a visit from their even creepier relatives. but trouble soon arises when shady tv personality margaux needler realizes that the addams' eerie hilltop mansion is standing in the way of her dream to sell all the houses in the neighborhood.",missing,north america,9,22,2020,20
s1389,movie,espn fc,missing,,usa,2020-09-21,2013,missing,missing,sports,"highlights, news, reactions and opinions from the day in soccer.",missing,north america,9,21,2020,92
s1390,movie,stars and strife,missing,,usa,2020-09-21,2020,tv-pg,missing,documentaries,"as america faces the horrific coronavirus epidemic, what long-term effects will the virus have on the country's political and social landscape?",missing,north america,9,21,2020,8
s1391,movie,the haunted,missing,,usa,2020-09-20,2018,missing,75 min,"horror, thriller",emily arrives for her first night-shift as a care-giver in an isolated house. a nightmare unfolds as she is tormented by a vengeful spirit.,missing,north america,9,20,2020,32
s1392,movie,babyteeth,missing,,australia,2020-09-18,2019,missing,118 min,"comedy, drama",a terminally ill teen upsets her parents when she falls in love with a small-time drug dealer.,missing,oceania,9,18,2020,20
s1393,tv show,bless the harts,missing,,united states,2020-09-18,2019,tv-14,2 seasons,"adult animation, comedy, sitcom","the harts are a southern family that is forever struggling to make ends meet. they hope to achieve the american dream, but they're already rich – in friends, family and laughter. jenny hart is a single mother supporting her family working as a waitress in the small town of greenpoint, n.c. while jenny's the head of her family, she's often at odds with, or scheming with, her lottery scratcher-obsessed mother, betty, and her witty, creative daughter, violet. jenny's doting, eternal optimist boyfriend of 10 years, wayne edwards, is the love of her life and a surrogate father to violet. he's a charming dreamer who may never hit the big time, but he's not going to give up the fight. in the end, the harts may not have much, but they may just have everything they need.",missing,north america,9,18,2020,20
s1394,movie,buttons: a christmas tale,missing,,united states,2020-09-18,2018,pg,88 min,"drama, family, kids","with a little help from their guardian angels, two orphan girls discover miracles really can happen.",missing,north america,9,18,2020,32
s1395,movie,gemini man,missing,,usa,2020-09-18,2019,pg-13,117 min,"action, adventure, black stories","henry brogan is an elite 51-year-old assassin who's ready to call it quits after completing his 72nd job. his plans get turned upside down when he becomes the target of a mysterious operative who can seemingly predict his every move. to his horror, brogan soon learns that the man who's trying to kill him is a younger, faster, cloned version of himself.",missing,north america,9,18,2020,20
s1396,tv show,sherman's showcase,missing,,usa,2020-09-18,2019,tv-ma,2 seasons,"black stories, comedy",travel through time via music and comedy drawn from the library of this musical variety show.,missing,north america,9,18,2020,20
s1397,movie,stardog and turbocat,missing,,uk,2020-09-18,2019,pg,91 min,"action, adventure, comedy","when genius cat, felix, and loyal canine, buddy, set out to find buddy’s lost owner, they discover not only the power of friendship but their inner superpowers along the way.",missing,missing,9,18,2020,20
s1398,movie,the fight,missing,,usa,2020-09-18,2020,pg-13,98 min,documentaries,"at a defining moment in american history, a scrappy team of heroic aclu lawyers battles for abortion rights, immigrant rights, lgbtq rights and voting rights.",missing,north america,9,18,2020,8
s1400,movie,my soul to take,missing,,usa,2020-09-16,2010,r,91 min,"horror, mystery, thriller",a serial killer returns to his hometown to stalk seven children who share the same birthday as the date he was allegedly put to rest.,missing,north america,9,16,2020,128
s1401,movie,a.c.o.r.n.s: operation crack down,missing,,usa,2020-09-15,2015,missing,80 min,"comedy, family, kids","frankie, a smooth-talking squirrel finds out that the acorns are being stolen by the evil a.c.o.r.n.s. corporation. now he must assemble a rag-tag team of forest animals with only three days to pull-off their biggest heist.",missing,north america,9,15,2020,68
s1402,movie,ozzy,missing,,usa,2020-09-15,2016,g,91 min,"action, adventure, comedy",the lovable ozzy’s pampered life is thrown into turmoil after his family drops him at blue creek before their vacation. ozzy quickly learns that blue creek is a dog prison and he’ll need to rely on some new friends to help him break out and get back home.,missing,north america,9,15,2020,56
s1403,tv show,the 3 knockdown rule,missing,,usa,2020-09-15,2020,missing,1 season,"documentaries, sports","tv personality & boxing aficionado mario lopez and espn journalist steve kim bring their popular “the 3 knockdown rule” podcast to the screen, with thoughtful insights, healthy debate, and special guests from the world of boxing.",missing,north america,9,15,2020,8
s1404,movie,the etruscan smile,missing,,uk,2020-09-14,2018,r,108 min,drama,a rugged old scotsman leaves his beloved isolated hebridean island and travels to san francisco to seek medical treatment where he reunites with his estranged son and new grandson.,missing,missing,9,14,2020,32
s1405,tv show,pororo the little penguin,missing,,south korea,2020-09-12,2013,missing,5 seasons,"international, kids","far far away, unknown and untouched by human civilization, lies a peaceful land covered in snow and ice. all of our friends have distinct personalities and different interests, which sometimes cause little happenings in their calm white world. but they are all good friends and know how to help each other in times of trouble.",missing,asia,9,12,2020,92
s1406,tv show,bin laden's hard drive,missing,,usa,2020-09-11,2020,tv-14,1 season,documentaries,newly declassified hard drives reveal a groundbreaking look at osama bin laden's personal life.,missing,north america,9,11,2020,8
s1407,tv show,pop goes the vet,missing,,usa,2020-09-11,2020,tv-pg,1 season,"documentaries, science & technology","if viewers have never seen a hairless rat with a pustule on its neck, or a plump fair pig with an abscess on its rump, they are in for a treat as some of national geographic's most renowned and beloved vets work to drain some of the worst abscesses they have ever seen. from the office to the field, no pustule or abscess will go undrained.",missing,north america,9,11,2020,8
s1408,movie,prisoners,missing,,united states,2020-09-10,2013,r,153 min,"crime, drama, horror",the abduction of two children prompts father hugh jackman to take matters into his own hands in this harrowing thriller.,missing,north america,9,10,2020,92
s1409,tv show,woke,missing,,usa,2020-09-09,2020,tv-ma,1 season,"black stories, comedy","inspired by the life and work of artist keith knight, comedy series woke takes an absurdly irreverent look at identity and culture as it follows keef, an african-american cartoonist finally on the verge of mainstream success when an unexpected incident changes everything. with a fresh outlook on the world around him, keef must now navigate the new voices and ideas that confront and challenge him, all without setting aflame everything he’s already built.",missing,north america,9,9,2020,8
s1410,tv show,this is how u hulu,missing,,usa,2020-09-08,2019,missing,2 seasons,science & technology,get your green on with these lessons and tips to make the most of your hulu experience.,missing,north america,9,8,2020,20
s1411,movie,awoken,missing,,australia,2020-09-06,2019,88 min,missing,"horror, mystery, thriller",a young medical student tries to cure her brother of a terminal sleeping illness.,missing,oceania,9,6,2020,20
s1412,movie,power book ii: ghost,missing,,united states,2020-09-06,2020,1 season,missing,"crime, drama","power book ii: ghost picks up shortly after the earth-shattering events of power as tariq st. patrick grapples with a new world order: his father dead and his mother, tasha, facing charges for the murder her son committed.",missing,north america,9,6,2020,8
s1413,movie,hooking up,missing,,united states,2020-09-04,2020,r,105 min,"comedy, drama",a cynical writer and a hopeless romantic hit the road for a cross-country trip.,missing,north america,9,4,2020,8
s1414,tv show,vacation in place,missing,,usa,2020-09-04,2020,missing,1 season,lifestyle & culture,"can’t get away these days? let these immersive, relaxing scenes take you to some of the most beautiful places around. choose from lakes, beaches, rolling hills, and endless skies … take your pick and have a mini-vacay from wherever you are .",missing,north america,9,4,2020,8
s1415,movie,first day,missing,,australia,2020-09-03,2020,1 season,missing,"family, international, kids","it’s hannah bradford’s first year of high school. as a transgender girl, hannah not only has to navigate the challenges that come with starting a new school, but find the courage to live as her most authentic self.",missing,oceania,9,3,2020,8
s1416,movie,anthropoid,missing,,"czech republic, united kingdom, united states, france",2020-09-02,2016,r,121 min,"action, adventure, drama","based on the extraordinary true story of operation anthropoid, the wwii mission to assassinate ss general reinhard heydrich, the main architect behind the final solution and the reich’s third in command after hitler and himmler.",missing,multi-continent,9,2,2020,56
s1417,movie,hell on the border,missing,,united states,2020-09-02,2019,r,110 min,"action, adventure","inspired by the incredible true story of bass reeves, the first black deputy us marshal. in order to become a lawman, bass accepts an assignment that no other marshal will take: eliminating bob dozier, the most dangerous outlaw in the indian territory.",missing,north america,9,2,2020,20
s1418,movie,i feel pretty,missing,,"china, united states",2020-09-01,2018,pg-13,111 min,comedy,a woman wakes up from a fall believing she is the prettiest woman on earth.,missing,multi-continent,9,1,2020,32
s1419,tv show,mike tyson mysteries,missing,,united states,2020-09-01,2014,tv-14,4 seasons,"adult animation, comedy","in mike tyson mysteries, a new half-hour animated adult comedy series from warner bros. animation, mike tyson is taking the fight from the boxing ring to the streets … by solving mysteries! the series also features the voices of norm macdonald (snl, norm), rachel ramras (the looney tunes show) and oscar® winner jim rash (community).",missing,north america,9,1,2020,80
s1421,movie,playmobil: the movie,missing,,france/germany,2020-09-01,2019,pg,100 min,"action, adventure, comedy",a young woman travels to the animated world of playmobil to find her missing brother.,missing,missing,9,1,2020,20
s1423,movie,strike,missing,,uk,2020-09-01,2018,tv-g,101 min,"action, adventure, comedy",a young mole must try to achieve his dream of becoming a footballer in order to save his hometown gold mine from a greedy super villain.,missing,missing,9,1,2020,32
s1424,movie,the festival,missing,,united kingdom,2020-09-01,2018,r,98 min,comedy,"after his girlfriend dumps him at graduation, a young man thinks his life is over. his best friend has the perfect solution: three days at a giant music festival.",missing,europe,9,1,2020,32
s1425,movie,trolls world tour,missing,,united states,2020-09-01,2020,pg,91 min,"action, adventure, comedy","when the kingdom is invaded by rock trolls, queen poppy (anna kendrick) and branch (justin timberlake) embark on an epic quest to find the harmony that will save them all.",missing,north america,9,1,2020,8
s1426,tv show,i'll be gone in the dark,missing,,usa,2020-08-31,2019,tv-ma,1 season,"crime, documentaries, mystery","documentary series based on michelle mcnamara’s account of the 1970s and 1980s serial killer dubbed ""the golden state killer.""",missing,north america,8,31,2020,19
s1427,movie,primal,missing,,united states,2020-08-31,2019,r,97 min,action,"hunter and collector frank walsh expects a big payday after bagging a priceless white jaguar for a zoo. but the ship bearing frank's precious cargo has another predator – a political assassin facing extradition to america. when the prisoner manages to break free, walsh must utilize his expert skills to capture the dangerous killer – not dead, but alive.",missing,north america,8,31,2020,19
s1428,movie,the courier,missing,,united kingdom,2020-08-31,2019,r,100 min,action,a courier in london discovers that one of the packages she's transporting is a bomb.,missing,europe,8,31,2020,19
s1429,movie,the binge,missing,,united states,2020-08-28,2020,tv-ma,98 min,comedy,"in the not so distant future all drinking and drugs have been made completely illegal by the government... except for one night a year. high school seniors, griffin, hags and andrew make a pilgrimage to get to the best party in town where all their dreams will come true... sure they will have to avoid their crazed principal (vince vaughn), violent siblings and the wild animals roaming the streets, but that’s all part of the fun! their friendship will be tested, love live’s will be rattled and their brains completely scrambled. one thing is for sure, no one’s life is ever the same after participating in the binge",missing,north america,8,28,2020,7
s1430,tv show,bucket list bistro,missing,,usa,2020-08-27,2020,missing,1 season,"cooking & food, lifestyle & culture","taste of fox presents: bucket list bistro, hosted by actress and singer christy carlson romano. during a time when most of america longs for the ability to travel around the world, folks are looking for little escapes from the safety of their own home. enter bucket list bistro - the solution for a quick fix to satiate the collective wanderlust. this serialized content will give folks at home a little taste of the travel they crave, one location and group of taste buds at a time. inspired by being stuck working from home due to covid-19 and being a parent of young children, christy is constantly fantasizing about where she would like to go and visit once her girls can come along and this pandemic becomes a thing of the past. since many folks have wanderlust right now in a big way, bucket list bistro will help them feel a little closer to the places they are dying to go to – through a taste of fox! in this show, christy will take viewers to different, exotic and fun locales with dishes and recipes from places on my travel bucket list. whether it’s because of having young kids, quarantine, a tight budget, or no time, bucket list bistro will help people feel connected to the world they are longing to be out in again.",missing,north america,8,27,2020,7
s1431,tv show,dark side of the ring: after dark,missing,,united states,2020-08-26,2020,missing,1 season,"documentaries, sports","hosted by wrestling-obsessed comedian chris gethard, this after show series further investigates the stories and themes following each gripping dark side of the ring episode and celebrates wrestling subculture with a panel of celebrity guests.",missing,north america,8,26,2020,7
s1432,tv show,nazi megastructures,missing,,uk,2020-08-25,2013,tv-14,2 seasons,"documentaries, science & technology","a new episode of this series will be available every friday. each episode will expire 35 days from its individual launch date. in his quest for world domination, hitler demanded some of the biggest and deadliest pieces of military hardware in history. in this series, the shock and awe tactics of the blitzkrieg, the unparalleled fortifications on the channel islands and the fuhrer's megasub - a silent killing machine that had the potential to win the war for the nazis - are all explored.",missing,missing,8,25,2020,91
s1433,tv show,find me in paris,missing,,"france, germany",2020-08-21,2018,tv-pg,3 seasons,"family, kids, lifestyle & culture","when lena grisky, a russian princess and student at the paris opera ballet school accidentally time travels to present day, she must quickly adapt if she hopes to keep her secret and hide from the dangerous time collectors.",missing,europe,8,21,2020,31
s1434,movie,daffodils,missing,,new zealand,2020-08-20,2019,93 min,missing,"drama, music",a bittersweet love story told through enchanting re-imaginings of popular and iconic new zealand songs.,missing,oceania,8,20,2020,19
s1436,tv show,thundercats (2011),missing,,"united states, japan",2020-08-20,2011,tv-pg,1 season,"action, kids","thundercats, ho! warner bros. animation (wba) is reimagining the 1980s animated action classic in an all-new animated series combining swords and science and boasting ferocious battles with the highest of stakes.",missing,multi-continent,8,20,2020,115
s1437,movie,unacknowledged: an exposé of the greatest secret in human history,missing,,united states,2020-08-20,2017,104 min,missing,documentaries,"disclosure project founder dr. steven m. greer offers evidence of extraterrestrial contact, including top-secret testimonials, documents and never-before-seen ufo footage.",missing,north america,8,20,2020,43
s1438,movie,the cup,missing,,australia,2020-08-18,2012,pg,97 min,"drama, sports",the inspirational true story of horse racing legend who overcame incredible odds to win the 2002 melbourne cup trophy.,missing,oceania,8,18,2020,103
s1439,movie,behind you,missing,,united states,2020-08-16,2020,r,86 min,horror,"two young sisters find that all the mirrors in her house are covered or hidden. when one of the sisters happens upon a mirror in the basement, she unknowingly releases a malicious demon that had haunted her mother and aunt years ago.",missing,north america,8,16,2020,7
s1440,tv show,christina on the coast,missing,,united states,2020-08-15,2019,tv-g,2 seasons,"lifestyle & culture, reality",real estate and flipping expert christina anstead helps clients transform their outdated properties into high-end homes in southern california. she also begins a personal journey as she looks for a new home for her family.,missing,north america,8,15,2020,19
s1441,tv show,mediterranean life,missing,,usa,2020-08-15,2017,tv-g,1 season,lifestyle & culture,"in search of a peaceful, healthy lifestyle filled with sun-drenched beaches and gorgeous weather, potential homeowners shop for houses along the mediterranean sea.",missing,north america,8,15,2020,43
s1442,tv show,savage kingdom,missing,,united states,2020-08-15,2016,tv-14,1 season,"documentaries, drama, science & technology","three thousand square miles of remote african savannah this ancient land is governed by competing clans of ruthlessly proficient predators. each day is a life and death struggle – animal against animal, animal against nature. savute is a land where natural law is taken to its limit and sometimes... beyond. it has always been this way. like a lion with a wildebeest, this six-part drama takes the viewer by the throat in a bitter, sweet embrace of life and death and refuses to let go until the final curtain.",missing,north america,8,15,2020,55
s1443,movie,before midnight,missing,,usa,2020-08-14,2013,r,109 min,"drama, romance","on an idyllic greek vacation, longtime couple jesse and celine reminisce about their lives together - and what different choices might have brought since their first meeting nearly 20 years earlier.",missing,north america,8,14,2020,91
s1444,movie,bernie the dolphin 2,missing,,"canada, united states",2020-08-14,2019,g,99 min,"comedy, kids","the kids are thrilled that bernie has come back. but so has their old enemy winston, who's about to kidnap the talented dolphin. kevin and holly must rescue their splashy friend before it's too late.",missing,north america,8,14,2020,19
s1445,movie,come as you are,missing,,usa,2020-08-14,2019,tv-ma,107 min,"comedy, drama","three adult men with disabilities and a nurse-for-hire take a secret trip to a canadian brothel in hopes of finally getting laid. a funny, heartfelt road trip comedy/drama – based on a true story.",missing,north america,8,14,2020,19
s1446,tv show,our time: oklahoma state football,missing,,usa,2020-08-13,2020,missing,1 season,"documentaries, sports","chronicling the unique circumstances of oklahoma state's 2020 football season – from navigating a global pandemic and preseason controversy, to the urgency and uncertainty hanging over a new season with big preseason expectations and more.",missing,north america,8,13,2020,7
s1447,movie,alive and kicking,missing,,"sweden, united states",2020-08-11,2016,89 min,missing,"documentaries, music","after getting involved in swing dancing, some people are inspired to look inside themselves and make changes in their lives.",missing,multi-continent,8,11,2020,55
s1448,movie,hard night falling,missing,,"italy, united states",2020-08-10,2019,r,86 min,"action, adventure, drama","goro, a criminal mastermind, plots to steal a massive cache of gold from the billionaire businessman rossini.",missing,multi-continent,8,10,2020,19
s1449,movie,lucky day,missing,,"france, canada",2020-08-10,2019,r,99 min,"action, thriller","after being released from prison, a safecracker tries to protect his family from a psychopathic contract killer who's seeking revenge.",missing,multi-continent,8,10,2020,19
s1450,tv show,no guns life,missing,,japan,2020-08-08,2019,tv-14,2 seasons,"action, adventure, anime","juzo inui awakens as an extended, a cyborg human soldier. unsure of how he became altered, he takes to the dark city streets as a resolver, hoping to find the answers to his burning questions.",missing,asia,8,8,2020,19
s1451,movie,coda,missing,,canada,2020-08-07,2019,tv-14,97 min,drama,a famous pianist struggling with stage fright late in his career finds inspiration with a free-spirited music critic.,missing,north america,8,7,2020,19
