cast,continent,country,country_cleaned,date_added,day,description,difference,director,duration,duration_min,duration_season,listed_in,month,rating,release_year,show_id,title,type,year,service
"paco león, alexandra jiménez, rossy de palma, nuria herrero, adrián lastra, oscar martínez, inma cuevas, ana rujas, carolina lapausa",europe,spain,missing,2018-05-01,1,"a group of patients with ocd wait for their flight-delayed doctor to arrive for their appointments, forcing them to endure each other's oddball quirks.",16,vicente villanueva,96 min,96.0,,"comedies, international movies",5,tv-ma,2017,s4903,toc toc,movie,2018,netflix
"rashed al shamrani, sayed rajab, dina talaat, mohamad al ahmad, maram al bloushi, mahmoud bu shehri, aseel omran, mona shaddad, azeez khayoun, ayman mabrouk, eisa diab, dima al jundi",multi-continent,"saudi arabia, syria, egypt, lebanon, kuwait",missing,2018-04-30,30,"this drama portrays women and kids living under the islamic state group: a yazidi slave, an undercover reporter, a recruited mom and child snipers.",15,missing,1 season,,1.0,"international tv shows, tv dramas",4,tv-14,2017,s4904,black crows,tv show,2018,netflix
"amit sadh, tapsee pannu, arsh bajwa, brijendra kala, mahavir bhullar, pankaj jha, neeta mohindra",asia,india,missing,2018-04-30,30,"a bihari migrant runs a successful service to help couples elope, until the daughter of his former boss stirs the pot.",15,amit roy,115 min,115.0,,"comedies, international movies, romantic movies",4,tv-14,2017,s4905,running shaadi,movie,2018,netflix
"tahar rahim, maïwenn le besco, roschdy zem, grégoire colin, sultan, ali marhyar, camille lellouche, saïda bekkouche, meriem serbah, salma lahmer",europe,france,missing,2018-04-30,30,"struggling to balance family ties and a career, a rising comedian of parisian banlieue roots learns the true price of fame.",15,teddy lussi-modeste,92 min,92.0,,"dramas, international movies",4,tv-ma,2017,s4906,the price of success,movie,2018,netflix
robert f. kennedy,missing,missing,missing,2018-04-27,27,"historic footage and leading voices of the era examine the ""bobby phenomenon"" of the 1960s and the legacy of the man who helped redefine the country.",3,dawn porter,1 season,,1.0,docuseries,4,tv-ma,2018,s4907,bobby kennedy for president,tv show,2018,netflix
"christina hendricks, helen hunt, uzo aduba, sami gayle, jacob latimore",north america,united states,missing,2018-04-27,27,dueling high school debate champs who are at odds on just about everything forge ahead with ambitious plans to get into the colleges of their dreams.,3,ben shelton,93 min,93.0,,"children & family movies, dramas, romantic movies",4,tv-14,2018,s4908,candy jar,movie,2018,netflix
"chan fong, z-chen, frederick lee, melvin sia, chris tong, rickman chia, henley hii",missing,missing,missing,2018-04-27,27,"young radio announcers from varying backgrounds encounter the supernatural in mysterious dreams, accidents and everyday life.",27,missing,2 seasons,,2.0,"international tv shows, tv dramas, tv horror",4,tv-14,2016,s4909,goodnight dj 1,tv show,2018,netflix
"karra elejalde, alain hernández, juan manuel montilla, joel bosqued, macarena garcía, tito valverde, paco rueda, guillermo furiase, txema blasco, paco sagarzazu",europe,spain,missing,2018-04-27,27,a young priest coaches a team of uncoordinated monks in order to win a soccer tournament and save their monastery from being turned into a hotel.,15,curro velázquez,95 min,95.0,,"comedies, international movies, sports movies",4,tv-ma,2017,s4910,holy goalie,movie,2018,netflix
"irene santiago, gary estrada, ariel rivera, patrick theo, louise chong, mano maniam, jojo struys, alvin wong",missing,missing,missing,2018-04-27,27,"family problems, relationship issues and professional challenges dog law graduate melissa chan following her return from london to malaysia.",27,missing,1 season,,1.0,"international tv shows, tv dramas",4,tv-pg,2016,s4911,moving on,tv show,2018,netflix
missing,north america,united states,missing,2018-04-27,27,"rachel dolezal, her family and her critics reckon with the aftermath of a national debate sparked by questions about her racial identity.",3,laura brownson,105 min,105.0,,documentaries,4,tv-ma,2018,s4912,the rachel divide,movie,2018,netflix
"adam sandler, chris rock, steve buscemi, rachel dratch, allison strong, roland buck iii, katie hartman, chloe himmelman, jake lippmann, jim barone, june gable",north america,united states,missing,2018-04-27,27,two fathers with clashing views about their children's upcoming wedding struggle to keep it together during the chaotic week before the big day.,3,robert smigel,117 min,117.0,,comedies,4,tv-14,2018,s4913,the week of,movie,2018,netflix
"annabelle kong, amber chia, carmen soo, danny wan, daniel tan, jeffrey cheng",missing,missing,missing,2018-04-27,27,"after graduation, three women from distinct backgrounds find themselves in the real world, facing the challenges of work, romance and unexpected fame.",27,missing,1 season,,1.0,"international tv shows, romantic tv shows, tv comedies",4,tv-pg,2016,s4914,trio and a bed,tv show,2018,netflix
"li nanxing, christopher lee, jesseca liu, apple hong, jeanette aw",missing,missing,missing,2018-04-27,27,"two brothers start a new life in singapore, where they run into a childhood friend who falls in love with the elder while attracting the younger.",27,missing,1 season,,1.0,"international tv shows, tv dramas",4,tv-14,2016,s4915,海的儿子,tv show,2018,netflix
enissa amani,europe,germany,missing,2018-04-26,26,"live from hamburg, iranian-german comedian enissa amani shares her take on german engineering, tax deductions and online fan-mail etiquette.",3,max amini,66 min,66.0,,stand-up comedy,4,tv-ma,2018,s4916,enissa amani: ehrenwort,movie,2018,netflix
"bill nye, neil degrasse tyson, eugenie scott, francis collins, ann druyan",north america,united states,missing,2018-04-25,25,"the dynamic, bow-tied host behind the young adult science show faces climate-change skeptics as he demonstrates the importance of scientific evidence.",15,"jason sussberg, david alvarado",97 min,97.0,,documentaries,4,tv-pg,2017,s4917,bill nye: science guy,movie,2018,netflix
"fábio lucindo, celso alves, fernanda bullara",south america,brazil,missing,2018-04-25,25,"fishtronaut, marina and zeek travel to the big city in search of grandpa, only to find that everyone else has mysteriously vanished too.",3,"célia catunda, kiko mistrorigo, rodrigo eba",78 min,78.0,,children & family movies,4,tv-y,2018,s4918,fishtronaut: the movie,movie,2018,netflix
"ryu seung-ryong, shim eun-kyung, jung-min park, min-jae kim, yu-mi jung",asia,south korea,missing,2018-04-25,25,"suddenly possessed with supernatural powers, a father sets out to help his estranged daughter, who's at risk of losing everything she's lived for.",3,sang-ho yeon,102 min,102.0,,"action & adventure, comedies, international movies",4,tv-ma,2018,s4919,psychokinesis,movie,2018,netflix
kevin james,north america,united states,missing,2018-04-24,24,"kevin james makes his long-awaited return to stand-up in this family-friendly special, dishing on fatherhood, fans, his disdain for allergies and more.",3,andy fickman,62 min,62.0,,stand-up comedy,4,tv-pg,2018,s4920,kevin james: never don't give up,movie,2018,netflix
"lucy hale, kathryn prescott, alexandra shipp, awkwafina, alex wolff, brooke smith, jerry mackinnon, ronen rubenstein, satya bhabha, sydney lucas",north america,united states,missing,2018-04-20,20,four best friends navigate loss and major life changes – and smoke a lot of weed – during their last two weeks of high school.,3,olivia milch,97 min,97.0,,"comedies, dramas, independent movies",4,tv-ma,2018,s4921,dude,movie,2018,netflix
"ed harris, jason sudeikis, elizabeth olsen",north america,"canada, united states",missing,2018-04-20,20,"a record company exec joins his estranged dad, a famous photographer who's dying, on a road trip to the last lab still developing kodachrome film.",3,mark raso,105 min,105.0,,"comedies, dramas",4,tv-ma,2018,s4922,kodachrome,movie,2018,netflix
missing,north america,united states,missing,2018-04-20,20,"after rigorous testing in 1961, a small group of skilled female pilots are asked to step aside when only men are selected for spaceflight.",3,"david sington, heather walsh",79 min,79.0,,documentaries,4,tv-pg,2018,s4923,mercury 13,movie,2018,netflix
"johnny massaro, bianca comparato, regina braga, maria laura nogueira, victor mendes, thiago amaral, rafael primot, eduardo mossri, rita batata, larissa ferrara",south america,brazil,missing,2018-04-19,19,a brazilian man tries a myriad of ways to get over his breakup with his girlfriend but is surprised to learn it's more difficult than he anticipated.,15,pedro coutinho,90 min,90.0,,"comedies, dramas, international movies",4,tv-ma,2017,s4924,all the reasons to forget,movie,2018,netflix
"alicia von rittberg, maximilian meyer-bretschneider, justus von dohnányi, matthias koeberlin, christoph bach, ernst stötzner, klara deutschmann, ramona kunze-libnow, daniel sträßer, tanja schleiff, monika oschek, emilia schüle, matthias brenner, thomas loibl",europe,germany,missing,2018-04-19,19,"at berlin's charité hospital in 1888, ida finds romance, a path to her dream job and an inside look into cures for tuberculosis and diphtheria.",15,missing,1 season,,1.0,"international tv shows, tv dramas",4,tv-ma,2017,s4925,charité,tv show,2018,netflix
"chloé lambert, philippe dusseau, emilie de preissac, marc ruchmann, blanche veisberg, eric savin, nicolas gob, catherine vinatier, thierry godard",europe,france,missing,2018-04-17,17,friends gathered at a remote chalet in the french alps for a summer getaway are caught in a deadly trap as a dark secret from the past comes to light.,3,missing,1 season,,1.0,"crime tv shows, international tv shows, tv dramas",4,tv-ma,2018,s4926,the chalet,tv show,2018,netflix
"natasha leggero, moshe kasher",north america,united states,missing,2018-04-17,17,"impending parenthood does funny things to natasha leggero and moshe kasher, who dissect family, relationships and more in a trio of stand-up specials.",3,missing,1 season,,1.0,"stand-up comedy & talk shows, tv comedies",4,tv-ma,2018,s4927,the honeymoon stand up special,tv show,2018,netflix
"frank grillo, bojana novakovic, jonny weston, callan mulvey, antonio fargas, yayan ruhian, pamelyn chee, jacob vargas, iko uwais",multi-continent,"united states, canada, indonesia, united kingdom, china, singapore",missing,2018-04-15,15,"in the wake of an extraterrestrial invasion, a suspended l.a. cop teams up with survivors to stop the onslaught and rescue human captives.",15,liam o'donnell,107 min,107.0,,"action & adventure, sci-fi & fantasy",4,r,2017,s4928,beyond skyline,movie,2018,netflix
"chiwetel ejiofor, martin sheen, danny glover, jason segel, condola rashad, lakeith stanfield, stacey sargeant, vondie curtis-hall",north america,united states,missing,2018-04-13,13,a crisis of faith sets renowned fundamentalist preacher carlton pearson on a new spiritual path that jeopardizes everything he holds dear.,3,joshua marston,105 min,105.0,,"dramas, faith & spirituality, independent movies",4,tv-14,2018,s4929,come sunday,movie,2018,netflix
"vincent elbaz, marie-sophie ferdane, pierre benezit, blanche gardin, celine menville",europe,france,missing,2018-04-13,13,a shameless chauvinist gets a taste of his own medicine when he wakes up in a world dominated by women and locks horns with a powerful female author.,3,eleonore pourriat,99 min,99.0,,"comedies, international movies, romantic movies",4,tv-ma,2018,s4930,i am not an easy man,movie,2018,netflix
"kate mckinnon, miles koseleci-vieira, mikaela blake, gabby clarke, leke maceda-rustecki, matthew mintz, lynsey pham, birva pandya, kaden stephen, lily tomlin",north america,united states,missing,2018-04-13,13,"ms. frizzle's kid sister fiona takes the wheel at walkerville elementary, leading the class on wild adventures packed with science-fueled fun.",3,missing,2 seasons,,2.0,kids' tv,4,tv-y,2018,s4931,the magic school bus rides again,tv show,2018,netflix
"carlos bardem, natalia reyes, emiliano pernia, duban prado, marcela mar",south america,colombia,missing,2018-04-12,12,aspiring teen thieves learn what it takes to be successful pickpockets on the streets of bogotá from a master in the arts of trickery and deception.,15,peter webber,108 min,108.0,,"dramas, independent movies, international movies",4,tv-ma,2017,s4932,pickpockets,movie,2018,netflix
greg davies,europe,united kingdom,missing,2018-04-10,10,"british comedian greg davies revisits terrifying dates, manscaping disasters, his father's pranks and more in a savagely funny stand-up special.",3,peter orton,66 min,66.0,,stand-up comedy,4,tv-ma,2018,s4933,greg davies: you magnificent beast,movie,2018,netflix
"derek ramsay, vince rillon, allen dizon, felix roco, ruby ruiz",asia,philippines,missing,2018-04-09,9,"despite the philippine government's crackdown on narcotics, high schooler joseph expands his drug running while his cop uncle profits from corruption.",15,missing,1 season,,1.0,"international tv shows, tv dramas",4,tv-ma,2017,s4934,amo,tv show,2018,netflix
"abbi jacobson, dave franco, jane kaczmarek, tim matheson, charlotte carel, madeline carel, maya erskine, dawan owens, jen tullock",north america,united states,missing,2018-04-06,6,a loyal sister struggles to stay afloat while driving her heroin-addicted brother to a detox center and looking after his 2-year-old daughter.,3,marja lewis ryan,75 min,75.0,,"dramas, independent movies",4,tv-ma,2018,s4935,6 balloons,movie,2018,netflix
"michael rainey jr., josh charles, brian white, sharon leal, ashlee brian, corey parker robinson",north america,united states,missing,2018-04-06,6,"after he's recruited to an elite prep school, a 14-year-old basketball phenom is confronted by corruption and greed in amateur sports.",3,ryan koo,96 min,96.0,,"dramas, independent movies, sports movies",4,tv-ma,2018,s4936,amateur,movie,2018,netflix
"clara lago, alex gonzalez, andrés parra, belén rueda",multi-continent,"spain, colombia",missing,2018-04-06,6,a woman who's been alone on a spaceship her whole life becomes enamored with an engineer who suddenly enters her life and upends her universe.,15,hatem khraiche,95 min,95.0,,"dramas, international movies, sci-fi & fantasy",4,tv-14,2017,s4937,orbiter 9,movie,2018,netflix
ram dass,north america,united states,missing,2018-04-06,6,"from his home on maui, pioneering researcher, author and spiritual teacher ram dass reflects on love, life and death as his own days draw to a close.",3,derek peck,32 min,32.0,,"documentaries, faith & spirituality",4,tv-14,2018,s4938,"ram dass, going home",movie,2018,netflix
"seth rogen, ike barinholtz, michael che, sacha baron cohen, jeff goldblum, tiffany haddish, chris hardwick, nick kroll, john mulaney, kumail nanjiani, chelsea peretti, craig robinson & the nasty delicious, lauren miller rogen, justin roiland, sarah silverman, michelle wolf",north america,united states,missing,2018-04-06,6,"seth rogen and friends combine stand-up, sketches and music for an outrageous comedy special that could only come from the mind of seth.",3,ryan polito,70 min,70.0,,stand-up comedy,4,tv-ma,2018,s4939,seth rogen's hilarity for charity,movie,2018,netflix
"michael angarano, melissa benoist, xzibit, allison janney, ed o'neill, j.r. ramirez, eric christian olsen, niko nicotera, nicholas massouh, alexander wraith, fernando chien, tom berninger",north america,"mexico, united states",missing,2018-04-06,6,"rejected by the marines but eager to serve his country after 9/11, a simple-minded man performs amateur terrorist surveillance with a young runaway.",15,jennifer morrison,94 min,94.0,,"comedies, dramas, independent movies",4,tv-ma,2017,s4940,sun dogs,movie,2018,netflix
lucas lauriente,south america,argentina,missing,2018-04-06,6,"in his stand-up set, argentine comic lucas lauriente animatedly rattles off reflections on different generations and begs kids to stop saying ""goals.""",3,"raúl campos, jan suter",78 min,78.0,,stand-up comedy,4,tv-ma,2018,s4941,todo lo que sería lucas lauriente,movie,2018,netflix
"louis hunter, bella dayne, frances o'connor, david threlfall, chloe pirrie, tom weston-jones, alfred enoch, jonas armstrong",multi-continent,"united kingdom, south africa, australia, united states",missing,2018-04-06,6,"searching for the woman promised to him by aphrodite, herdsman paris learns his true identity and falls for helen of sparta, igniting the trojan war.",3,missing,1 season,,1.0,"british tv shows, international tv shows, romantic tv shows",4,tv-ma,2018,s4942,troy,tv show,2018,netflix
"fanny bloc, jules de jongh, patrick béthune, hugo chandor, thierry mercier, matthew géczy, benjamin pascal, arthur bostrom, geneviève doang, adeline chetail, jessica bell, thomas guitard, ross grant, gérard surugue, kier stewart, benoît allemane, bruno magne",europe,france,missing,2018-04-06,6,"yugo, a 12-year-old eliatrope with special powers, sets out on a mission to find his true family and uncover the mysteries of wakfu.",15,missing,3 seasons,,3.0,kids' tv,4,tv-pg,2017,s4943,wakfu,tv show,2018,netflix
"johnathon schaech, sophie skelton, marcus vanco, jeff gum, lillian blankenship, ulyana chan, shari watson, atanas srebrev",europe,bulgaria,missing,2018-04-05,5,"a former medical student battles for survival against an evil human-zombie hybrid determined to destroy her, in this reimagining of the 1985 classic.",3,hèctor hernández vicens,91 min,91.0,,"horror movies, independent movies",4,r,2018,s4944,day of the dead: bloodline,movie,2018,netflix
fary,europe,france,missing,2018-04-03,3,"armed with sly wit, a fresh outlook and plenty of style, french comedy star fary veers from dating to stereotypes and beyond in this exclusive special.",3,kader aoun,75 min,75.0,,stand-up comedy,4,tv-ma,2018,s4945,fary is the new black,movie,2018,netflix
"sidharth malhotra, sonakshi sinha, akshaye khanna",asia,india,missing,2018-04-03,3,"a homemaker and a writer are prime suspects – and the only witnesses – in a double murder, and it’s up to one detective to uncover the elusive truth.",15,abhay chopra,105 min,105.0,,"dramas, international movies, thrillers",4,tv-ma,2017,s4946,ittefaq,movie,2018,netflix
"bárbara lennie, daniel aráoz, claudio tolcachir, paula cohen, yanina ávila",multi-continent,"argentina, brazil, france, poland, germany, denmark",missing,2018-04-01,1,an argentine doctor faces legal and ethical challenges when she travels to the countryside to pick up the infant she has been waiting to adopt.,15,diego lerman,96 min,96.0,,"dramas, international movies, thrillers",4,tv-14,2017,s4948,a sort of family,movie,2018,netflix
"lisa henni, adam godley, tomas von brömssen, lia boysen, christoffer nordenrot, stina rautelin, erik madsen, magnus krepper, meliz karlge, linda nilarve, björn granath, richenda carey, dag malmberg",europe,sweden,missing,2018-04-01,1,a swedish detective and her timid british colleague's attempt to solve a gruesome murder case nets mixed results and miscommunication.,15,missing,1 season,,1.0,"crime tv shows, international tv shows, tv comedies",4,tv-ma,2017,s4950,fallet,tv show,2018,netflix
john mulaney,north america,united states,missing,2018-04-01,1,"stand-up comedian john mulaney tackles such red-hot topics as quicksand, motown singers and an elderly man he once met in a bathroom.",75,ryan polito,60 min,60.0,,stand-up comedy,4,tv-ma,2012,s4951,john mulaney: new in town,movie,2018,netflix
"jim howick, samuel anderson, jonny sweet, nick helm, mary mccormack, aimee-ffion edwards, lolly adefope",europe,united kingdom,missing,2018-04-01,1,four friends become overnight millionaires after selling their video game start-up. but their newfound status tests their friendship and resolve.,15,missing,1 season,,1.0,"british tv shows, international tv shows, tv comedies",4,tv-ma,2017,s4952,loaded,tv show,2018,netflix
"yogi babu, bobby simha, shirish",asia,india,missing,2018-04-01,1,"disgusted by the gold-chain snatchers in his home city of chennai, a man vows to combat the criminal menace by taking the law into his own hands.",27,ananda krishnan,116 min,116.0,,"dramas, international movies, thrillers",4,tv-14,2016,s4954,metro,movie,2018,netflix
"suranne jones, bertie carvel, clare-hope ashitey, cheryl campbell, jodie comer, victoria hamilton, martha howe-douglas, adam james, thusitha jayasundera, sara stewart, neil stuke, tom taylor, robert pugh, shazia nicholls, cian barry, megan roberts, charlie cunniffe, navin chowdhry",europe,united kingdom,missing,2018-03-31,31,"when she suspects her husband is cheating on her, dr. gemma foster starts an investigation that leads her down a dark path of obsession.",14,missing,2 seasons,,2.0,"british tv shows, international tv shows, romantic tv shows",3,tv-ma,2017,s4958,doctor foster,tv show,2018,netflix
"lee pace, bérénice marlohe, jason flemyng, sibulele gcilitshana, wandile molebatsi, sekoati sk tsubane, leroy gopal, welile nzunza, patrick bakoba, tom fairfoot",europe,united kingdom,missing,2018-03-31,31,"following a devastating alien invasion, an american soldier and a french foreign aid worker attempt to find refuge in the kenyan countryside.",14,joe miale,87 min,87.0,,"action & adventure, sci-fi & fantasy",3,r,2017,s4959,revolt,movie,2018,netflix
"elvire emanuelle, yahya abdul-mateen ii, colman domingo, jharrel jerome, kim ramirez, jared kemp, allen maldonado",north america,united states,missing,2018-03-30,30,a tenacious high school girl raised in foster homes in the inner city tries to reconnect with her ex-con father by joining a boys wrestling team.,2,olivia newman,103 min,103.0,,"dramas, independent movies, sports movies",3,tv-ma,2018,s4960,first match,movie,2018,netflix
"noël wells, ben schwartz, joe pantoliano, annie potts, rahul kohli, kristin bauer van straten, david walton, leonardo nam, kate berlant",north america,united states,missing,2018-03-30,30,a quirky couple spends their three-year dating anniversary looking back at their relationship and contemplating whether they should break up.,2,jared stern,78 min,78.0,,"comedies, romantic movies",3,tv-ma,2018,s4961,happy anniversary,movie,2018,netflix
"logic, nas, dave west, t.i., g-eazy, 2 chainz, rapsody, just blaze, a boogie wit tha hoodie",north america,united states,missing,2018-03-30,30,groundbreaking artists share their life stories in this vibrant documentary series that captures hip-hop's impact on global culture.,2,missing,1 season,,1.0,docuseries,3,tv-ma,2018,s4962,rapture,tv show,2018,netflix
sofía niño de rivera,north america,mexico,missing,2018-03-30,30,"mexico's sofía niño de rivera brings her dark humor to the stage with jokes about marriage traps, sexually attractive leopards and funny funerals.",2,"raúl campos, jan suter",62 min,62.0,,stand-up comedy,3,tv-ma,2018,s4963,sofía niño de rivera: selección natural,movie,2018,netflix
"sam worthington, taylor schilling, agyness deyn, nathalie emmanuel, noah jupe, corey johnson, aleksandar jovanovic, diego boneta, tom wilkinson",multi-continent,"united kingdom, spain, united states, germany",missing,2018-03-30,30,"on a bleak future earth, a soldier endures a radical genetic transformation to save humanity. but his wife fears he's becoming more creature than man.",2,lennart ruff,97 min,97.0,,"dramas, sci-fi & fantasy, thrillers",3,tv-ma,2018,s4964,the titan,movie,2018,netflix
"mike smith, john paul tremblay, robb wells, john dunsworth, patrick roach, cory bowles, lucy decoutere, barrie dunn, sarah dunsworth, jeanna harrison, michael jackson, garry james, tyrone parsons, shelley thompson, jonathan torrens",north america,canada,missing,2018-03-30,30,follow the booze-fueled misadventures of three longtime pals and petty serial criminals who run scams from their nova scotia trailer park.,2,missing,12 seasons,,12.0,"classic & cult tv, crime tv shows, international tv shows",3,tv-ma,2018,s4965,trailer park boys,tv show,2018,netflix
donald trump,europe,united kingdom,missing,2018-03-30,30,"friends, associates and critics reveal the truly american story of donald trump, the brash businessman who defied the odds to become u.s. president.",2,missing,1 season,,1.0,docuseries,3,tv-14,2018,s4968,trump: an american dream,tv show,2018,netflix
james acaster,europe,united kingdom,missing,2018-03-27,27,"offbeat comic james acaster covers the strange, the mundane and everything in between in this collection of four wide-ranging stand-up specials.",2,dan lucchesi,1 season,,1.0,"british tv shows, international tv shows, stand-up comedy & talk shows",3,tv-14,2018,s4969,james acaster: repertoire,tv show,2018,netflix
"mary joy apostol, arnold reyes, ku aquino, john arcilla, dido dela paz, elora espano, ronnie quizon, rolando t. inocencio, suzette ranillo, angelica c. ferro",asia,"philippines, qatar",missing,2018-03-26,26,"a sheltered farm girl inadvertently shoots an endangered philippine eagle, setting off a police investigation that exposes violence and corruption.",26,mikhail red,115 min,115.0,,"dramas, international movies, thrillers",3,tv-ma,2016,s4970,birdshot,movie,2018,netflix
"adam devine, anders holm, blake anderson, utkarsh ambudkar, aya cash, neal mcdonough, daniel stern, jamie demetriou, rhona mitra, sam richardson, steve howey, mac brandt, geno segers, roe hartrampf",north america,united states,missing,2018-03-23,23,three buddies with big dreams go from underachieving slackers to badass warriors when their posh hotel is taken over by terrorists.,2,kyle newacheck,102 min,102.0,,"action & adventure, comedies",3,tv-ma,2018,s4971,"game over, man!",movie,2018,netflix
"nora el koussour, ilias addab, mohammed azaay, esma abouzahra, bilal wahib, nezha karim, ayisha siddiqi, aziz akazim, hassan akkouch, husam chadat",multi-continent,"netherlands, belgium, germany, jordan",missing,2018-03-23,23,"in response to the repeated bigotry she faces, a muslim teen in amsterdam tries to find a sense of belonging in the world of fundamentalist islam.",26,mijke de jong,99 min,99.0,,"dramas, international movies",3,tv-ma,2016,s4972,layla m.,movie,2018,netflix
"neil young, lukas nelson, micah nelson, corey mccormick, anthony logerfo, tato",north america,united states,missing,2018-03-23,23,neil young and his band of outlaws sow seeds of strange mischief and musical wonder under western skies in this dreamlike film by daryl hannah.,2,daryl hannah,74 min,74.0,,"dramas, independent movies, music & musicals",3,tv-ma,2018,s4973,paradox,movie,2018,netflix
"lydia wilson, joel fry, brendan coyle, james frecheville, claire rushbrook, joanna scanlan, pippa haywood, tara fitzgerald, richard harrington, sian reese-williams",europe,united kingdom,missing,2018-03-23,23,"in the wake of a sudden tragedy, a london cellist unearths secrets that link her mother to the disappearance of a young girl in a small welsh town.",2,missing,1 season,,1.0,"british tv shows, international tv shows, tv dramas",3,tv-ma,2018,s4974,requiem,tv show,2018,netflix
"chanté adams, mahershala ali, nia long, elvis nolasco, kevin phillips, shenell edmonds",north america,united states,missing,2018-03-23,23,"she grew up in a tough new york neighborhood in the '80s and made history with ""roxanne's revenge."" the story of teen battle rap champ roxanne shante.",2,michael larnell,100 min,100.0,,"dramas, music & musicals",3,tv-ma,2018,s4975,roxanne roxanne,movie,2018,netflix
"zaira wasim, meher vij, raj arjun, aamir khan, tirth sharma",asia,india,missing,2018-03-23,23,a talented teenage singer-songwriter living amid domestic abuse becomes a youtube sensation after a video in which she hides her identity goes viral.,14,advait chandan,150 min,150.0,,"dramas, international movies, music & musicals",3,tv-14,2017,s4976,secret superstar,movie,2018,netflix
"nate bargatze, fortune feimster, deon cole, nikki glaser, beth stelling, dan soder",north america,united states,missing,2018-03-20,20,"comedy's freshest voices take the stage in la for six half-hour specials packed with sly jokes, hilarious anecdotes and awkward confessions.",2,missing,2 seasons,,2.0,"stand-up comedy & talk shows, tv comedies",3,tv-ma,2018,s4977,the standups,tv show,2018,netflix
"gabriel bateman, darby camp, kiele sanchez, jerod haynes, gralen bryant banks, angus sampson, will rothhaar, jim gleason, brady permenter",multi-continent,"united arab emirates, united states",missing,2018-03-16,16,a determined dog comes to the rescue and helps heal a broken family when a young boy and his sister stumble into some serious danger.,2,brandon camp,87 min,87.0,,"children & family movies, dramas",3,tv-pg,2018,s4978,benji,movie,2018,netflix
"juana viale, andrés velencoso, delfina chaves, osmar nuñez, germán palacios, juan pablo geretto, sofía gala, daniel pacheco, daniel hendler, flavio mendoza",south america,argentina,missing,2018-03-16,16,"revenge, passion and dark secrets push a successful fashion designer and single mother to her limits when she meets a handsome and mysterious man.",2,missing,1 season,,1.0,"international tv shows, spanish-language tv shows, tv dramas",3,tv-ma,2018,s4979,edha,tv show,2018,netflix
missing,north america,united states,missing,2018-03-16,16,"in a hypercompetitive world, drugs like adderall offer students, athletes, coders and others a way to do more – faster and better. but at what cost?",2,alison klayman,88 min,88.0,,documentaries,3,tv-14,2018,s4980,take your pills,movie,2018,netflix
missing,north america,united states,missing,2018-03-16,16,"when a controversial cult leader builds a utopian city in the oregon desert, conflict with the locals escalates into a national scandal.",2,missing,1 season,,1.0,"crime tv shows, docuseries",3,tv-ma,2018,s4981,wild wild country,tv show,2018,netflix
yoo byung-jae,missing,missing,missing,2018-03-16,16,"""saturday night live korea"" writer-turned-comedian yoo byung-jae lays bare his childhood memories and philosophy on sex in his first stand-up venture.",2,yoo byung-jae,63 min,63.0,,stand-up comedy,3,tv-ma,2018,s4982,yoo byung jae: too much information,movie,2018,netflix
"non, yoshimasa hosoya, natsuki inaba, minori omi, daisuke ono, megumi han, nanase iwai, shigeru ushiyama, mayumi shintani",asia,japan,missing,2018-03-15,15,"suzu marries into a family living outside of hiroshima and quickly settles into her new life, until world war ii challenges her ability to survive.",26,sunao katabuchi,129 min,129.0,,"anime features, children & family movies, international movies",3,pg-13,2016,s4983,in this corner of the world,movie,2018,netflix
"björn kjellman, christine meltzer, rodolfo corsato, martina haag, sven-bertil taube, anita wall, nour el-refai",europe,sweden,missing,2018-03-15,15,"tired of her passionless marriage, marianne wants a separation from her husband, gustav, who, in response, decides to make a big change of his own.",26,johan brisinger,91 min,91.0,,"comedies, dramas, international movies",3,tv-ma,2016,s4984,jag älskar dig: en skilsmässokomedi,movie,2018,netflix
"amr youssef, dina el-sherbiny, anoushka, amina khalil, nada mousa, sawsan badr, ahmed dawood",africa,egypt,missing,2018-03-15,15,"when his sister disappears while working at the grand hotel, a man joins the staff to get answers. inside its posh walls, he finds love and intrigue.",26,missing,1 season,,1.0,"international tv shows, romantic tv shows, tv dramas",3,tv-14,2016,s4985,secret of the nile,tv show,2018,netflix
"veerle baetens, stijn van opstal, jeroen perceval, hilde van mieghem, gene bervoets, peter van den begin, natali broods",europe,belgium,missing,2018-03-15,15,"when a young woman with amnesia becomes a key figure in a missing persons case, she must reconstruct her memories to clear her name.",14,missing,1 season,,1.0,"international tv shows, tv dramas, tv mysteries",3,tv-ma,2017,s4986,tabula rasa,tv show,2018,netflix
"magdalena boczarska, eryk lubos, justyna wasilewska, piotr adamczyk, arkadiusz jakubik, wojciech mecwaldowski, borys szyc, katarzyna kwiatkowska, artur barciś",europe,poland,missing,2018-03-15,15,"during communist rule, a polish gynecologist and sexologist defies taboo and fights to publish her groundbreaking book on love and sex.",14,maria sadowska,115 min,115.0,,"dramas, international movies",3,tv-ma,2017,s4987,the art of loving,movie,2018,netflix
"woo-sung jung, do-won kwak, kap-soo kim, woo-jin jo, eui-sung kim, kyeong-yeong lee, won-joong jung, hyun-sung jang",asia,south korea,missing,2018-03-14,14,"amid a coup, a north korean agent escapes south with the country's injured leader in an attempt to keep him alive and prevent a korean war.",2,yang woo-seok,140 min,140.0,,"action & adventure, dramas, international movies",3,tv-ma,2018,s4988,steel rain,movie,2018,netflix
