type,country,date_added,month,day,year,release_year,rating,duration_min,duration_season,difference,continent,country_cleaned,duration,listed_in,description,show_id,director,cast,title
TV Show,India,2019-10-01,10,1,2019,2018,TV-MA,NA,1,21,Asia,['India'],1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","Three best friends look for love, laughs and some lifelong memories while attending college together.",s3464,,"Manjot Singh, Apoorva Arora, Keshav Sadhna, Shreya Mehta, Hira Ashar, Gagan Arora",College Romance
TV Show,India,2019-10-01,10,1,2019,2018,TV-MA,NA,1,21,Asia,['India'],1 Season,"International TV Shows, TV Comedies","Three engineering students deal with dorm drama, date around, and do whatever it takes to make their dreams come true.",s3465,,"Barkha Singh, Kritika Avasthi, Sejal Kumar",Engineering Girls
Movie,Netherlands,2019-10-01,10,1,2019,2018,TV-14,90,NA,21,Europe,['Netherlands'],90 min,"Dramas, International Movies, Romantic Movies",A starry-eyed employee of a hot cosmetics company hires a dreamy photographer who is secretly indebted to a major rival – her sketchy aunt.,s3466,Roy Poortmans,"Vajèn van den Bosch, Buddy Vedder, Leontine Borsato, Caroline de Bruijn, Stijn Fransen, Marije Zuurveld",First Kiss
TV Show,India,2019-10-01,10,1,2019,2018,TV-MA,NA,1,21,Asia,['India'],1 Season,"International TV Shows, TV Comedies, TV Dramas",Four girls from different backgrounds become unlikely friends when they move into a dormitory for female dental students.,s3467,,"Srishti Shrivastava, Parul Gulati, Simran Natekar, Ahsaas Channa, Shreya Mehta, Gagan Arora, Trupti Khamkar, Khushbu Baid",Girls Hostel
TV Show,India,2019-10-01,10,1,2019,2017,TV-MA,NA,1,33,Asia,['India'],1 Season,"International TV Shows, TV Comedies","While living under one roof, five close-knit 20-somethings maneuver the highs and lows of friendship, romantic entanglements and finding themselves.",s3468,,"Kashyap Kapoor, Ashish Verma, Raghav Raj Kakker, Mukti Mohan, Akanksha Thakur",Inmates
Movie,India,2019-10-01,10,1,2019,2017,TV-PG,59,NA,33,Asia,['India'],59 min,"Documentaries, International Movies, Sports Movies",This documentary follows eight women in India who struggle with self-confidence and society's expectations but rediscover themselves through running.,s3469,Vrinda Samartha,,Limitless
Movie,,2019-10-01,10,1,2019,2019,TV-Y,58,NA,9,,,58 min,Children & Family Movies,This compilation for preschoolers features a peppy young bus and his first life experiences where bumps in the road won't stop him from a fun ride.,s3470,,,Little Baby Bum: Go Buster
TV Show,South Korea,2019-10-01,10,1,2019,2018,TV-Y7,NA,1,21,Asia,['South Korea'],1 Season,"Kids' TV, Korean TV Shows",Zenos wants to use the Earth’s negative energy for his own good – and it's up to Miniforce X to stop this space alien’s evil plans.,s3471,,,Miniforce X
Movie,United States,2019-10-01,10,1,2019,2019,TV-MA,64,NA,9,North America,['United States'],64 min,Stand-Up Comedy,"Nikki Glaser bares all in a blistering stand-up special about sex, sobriety and getting over her own insecurities. And she won't spare you the details.",s3472,Nicholaus Goossen,Nikki Glaser,Nikki Glaser: Bangin’
TV Show,South Korea,2019-10-01,10,1,2019,2016,TV-14,NA,1,45,Asia,['South Korea'],1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",A fugitive soldier gets swept up in personal and political intrigue when he's hired as a bodyguard for the family of a presidential candidate.,s3474,,"Ji Chang-wook, Song Yoon-a, Lim Yoona, Cho Seong-ha, Kim Kap-soo, Lee Jung-jin, Son Tae-young, Shin Dong-mi",The K2
TV Show,South Korea,2019-10-01,10,1,2019,2017,TV-PG,NA,1,33,Asia,['South Korea'],1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",A talented singer falls in love at first sight with a music prodigy who has an affinity for lies – and a knack for being a hit-making producer.,s3475,,"Lee Hyun-woo, Joy, Lee Jung-jin, Lee Seo-won, Hong Seo-young, Choi Min-soo, Lim Ye-jin, Jang Ki-yong, Song Kang, Park Ji-young",The Liar and His Lover
TV Show,United States,2019-09-30,9,30,2019,2019,TV-MA,NA,5,8,North America,['United States'],5 Seasons,"Crime TV Shows, TV Action & Adventure, TV Dramas","Long before he was commissioner, rookie cop James Gordon takes on Gotham City crime and corruption to avenge the murder of Bruce Wayne's parents.",s3478,Danny Cannon,"Ben McKenzie, Donal Logue, Jada Pinkett Smith, David Mazouz, Sean Pertwee, Camren Bicondova, Robin Lord Taylor, Cory Michael Smith, Erin Richards, John Doman, Victoria Cartagena, Andrew Stewart-Jones, Larry Pine, Jessica Lucas, Maggie Geha, Charlie Tahan, Drew Powell, Morena Baccarin, Anthony Carrigan, Crystal Reed, Chris Chalk, Damian Young, Michael Buscemi, Alexander Siddig, Michael Maize",Gotham
Movie,United Kingdom,2019-09-30,9,30,2019,2019,TV-MA,64,NA,8,Europe,['United Kingdom'],64 min,Stand-Up Comedy,"Comedian Mo Gilligan blends smooth moves and sharp humor as he riffs on humble beginnings, family dynamics and the complex art of dancing in the club.",s3479,Chris Howe,Mo Gilligan,Mo Gilligan: Momentum
Movie,,2019-09-28,9,28,2019,2019,TV-PG,45,NA,8,,,45 min,"Documentaries, International Movies",An in-depth look at the full-cycle breeding program for bluefin Kindai tuna pioneered by Kinki University’s Aqua Culture Research Institute.,s3480,Mana Yasuda,,Cultivating the Seas: History and Future of the Full-Cycle Cultured Kindai Tuna
Movie,Japan,2019-09-28,9,28,2019,2019,TV-PG,90,NA,8,Asia,['Japan'],90 min,"Dramas, International Movies",A clumsy but cheerful fisheries student struggles to find her place at a research institute renowned for its tuna cultivation. The work isn't easy.,s3481,Mana Yasuda,"Fuka Koshiba, Tom Fujita, Hidetoshi Hoshida, Hiroto Kanai, Ryosuke Yusa, Shuri Tanaka, Chal Inoue, Takashi Taniguchi, Takeshi Masu",TUNA GIRL
TV Show,India,2019-09-27,9,27,2019,2019,TV-MA,NA,1,8,Asia,['India'],1 Season,"International TV Shows, TV Action & Adventure, TV Dramas","Years after a disastrous job in Balochistan, a former Indian spy must confront his past when he returns to lead an unsanctioned hostage-rescue mission.",s3482,,"Emraan Hashmi, Viineet Kumar, Sobhita Dhulipala, Jaideep Ahlawat, Kirti Kulhari, Sohum Shah, Rajit Kapoor, Danish Hussain",Bard of Blood
Movie,Turkey,2019-09-27,9,27,2019,2018,TV-PG,102,NA,20,Asia,['Turkey'],102 min,"Comedies, International Movies","While chasing her dream of becoming a chef, Zeliha cooks up trouble in the kitchen with her wild, kooky and unsuspecting ways.",s3483,Gupse Özay,"Gupse Özay, Eda Ece, Aksel Bonfil, Derya Alabora, Esin Eden, Hülya Duyar, Ali Çelik, Mert Öner",Deliha 2
TV Show,Argentina,2019-09-27,9,27,2019,2019,TV-MA,NA,3,8,South America,['Argentina'],3 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","While investigating a kidnapping, an ex-cop sent to infiltrate a prison finds himself surrounded by dangerous felons who can't know his real identity.",s3484,,"Juan Minujín, Martina Gusman, Gerardo Romano, Claudio Rissi, Carlos Portaluppi, Nicolás Furtado, Cristina Banegas, Abel Ayala",El Marginal
Movie,"United States, Canada",2019-09-27,9,27,2019,2019,TV-MA,116,NA,8,North America,"['United States', ' Canada']",116 min,"Dramas, Sci-Fi & Fantasy, Thrillers",A Philadelphia detective slowly unravels as he nurses a lifelong obsession with an enigmatic female serial killer whose crimes defy explanation.,s3485,Jim Mickle,"Boyd Holbrook, Michael C. Hall, Cleopatra Coleman, Bokeem Woodbine, Rudi Dharmalingam, Rachel Keller",In the Shadow of the Moon
Movie,United States,2019-09-27,9,27,2019,2019,TV-MA,42,NA,8,North America,['United States'],42 min,"Anime Features, Music & Musicals, Sci-Fi & Fantasy","In this anime visual album, a mysterious driver heads deep into a postapocalyptic hellscape toward a ferocious showdown with two monstrous opponents.",s3486,"Jumpei Mizusaki, Koji Morimoto, Michael Arias, Masaru Matsumoto, Arthell Isom, Henry Thurlow, Takanobu Mizuno, Elsa Nakamichi, Hajime Sasaki, Shinji Takagi",,Sturgill Simpson Presents Sound & Fury
Movie,India,2019-09-26,9,26,2019,2019,TV-14,133,NA,8,Asia,['India'],133 min,"Dramas, International Movies, Romantic Movies","Class divides become thorns in the budding romance between the crony of a nativist Mumbai politician and the new, North Indian resident of his chawl.",s3487,Mangesh Hadawale,"Meezaan Jaffrey, Sharmin Segal, Chinmaya Surve, Anil Gawas, Sonal Jha, Sanjay Gurbaxani, Sameer Dharmadhikari, Deepak Damle",Malaal
Movie,"Hong Kong, China",2019-09-26,9,26,2019,2013,PG-13,108,NA,80,Asia,"['Hong Kong', ' China']",108 min,"Action & Adventure, Dramas, International Movies","As the Japanese invasion looms, Chinese kung fu master Ip Man's world changes when rival master Gong Er and her father arrive in his village.",s3488,Wong Kar Wai,"Tony Leung Chiu-wai, Zhang Ziyi, Chang Chen, Xiao Shen-Yang, Zhao Benshan, Song Hye-kyo, Wang Qingxiang, Zhang Jin, Lo Hoi-pang, Cung Le, Julian Cheung",The Grandmaster
TV Show,Mexico,2019-09-26,9,26,2019,2018,TV-MA,NA,1,20,North America,['Mexico'],1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",A former Marine poses as an inmate inside a Mexican prison in order to infiltrate a gang suspected of kidnapping a U.S. judge's teen daughter.,s3489,,"Ignacio Serricchio, Ana Claudia Talancón, Flavio Medina, Luis Felipe Tovar, Mariana Seoane, Guy Ecker, Isabella Castillo, Bradley Stryker, Gustavo Sánchez Parra, Leonardo Ortizgris, Alejandro Calva, Rodrigo Oviedo, Ramón Medína, Erik Hayser, Tiaré Scanda",The Inmate
TV Show,United States,2019-09-25,9,25,2019,2019,TV-14,NA,2,8,North America,['United States'],2 Seasons,Docuseries,Step inside the minds of the most innovative designers in a variety of disciplines and learn how design impacts every aspect of life.,s3490,,"Christoph Niemann, Tinker Hatfield, Es Devlin, Bjarke Ingels, Paula Scher, Platon, Ilse Crawford, Ralph Gilles",Abstract: The Art of Design
Movie,"United States, Mexico",2019-09-25,9,25,2019,2019,TV-G,38,NA,8,North America,"['United States', ' Mexico']",38 min,"Documentaries, International Movies",Bird watchers on both sides of the U.S.-Mexico border share their enthusiasm for protecting and preserving some of the world's most beautiful species.,s3491,Otilia Portillo Padua,,Birders
TV Show,Australia,2019-09-25,9,25,2019,2019,TV-MA,NA,3,8,Oceania,['Australia'],3 Seasons,"International TV Shows, TV Dramas, TV Horror",A police officer and a doctor face an emotionally charged mystery when seven local residents inexplicably return from the dead in peak physical form.,s3492,,"Patrick Brammall, Genevieve O'Reilly, Emma Booth, Emily Barclay, Ned Dennehy, Sean Keenan, Hannah Monson, Aaron L. McGrath, John Leary, Rodger Corser, Andrew McFarlane, Luke Arnold, Rob Collins, Pernilla August",Glitch
Movie,,2019-09-25,9,25,2019,2019,TV-14,146,NA,8,,,146 min,"Comedies, International Movies, Music & Musicals",A surly septuagenarian gets another chance at her 20s after having her photo snapped at a studio that magically takes 50 years off her life.,s3493,B. V. Nandini Reddy,"Samantha Ruth Prabhu, Lakshmi, Rajendraprasad, Naga Shourya, Rao Ramesh, Teja Sajja, Pragathi, Jagapathi Babu, Aishwarya, Urvashi",Oh! Baby (Malayalam)
Movie,,2019-09-25,9,25,2019,2019,TV-14,146,NA,8,,,146 min,"Comedies, International Movies, Music & Musicals",A surly septuagenarian gets another chance at her 20s after having her photo snapped at a studio that magically takes 50 years off her life.,s3494,B. V. Nandini Reddy,"Samantha Ruth Prabhu, Lakshmi, Rajendraprasad, Naga Shourya, Rao Ramesh, Teja Sajja, Pragathi, Jagapathi Babu, Aishwarya, Urvashi",Oh! Baby (Tamil)
Movie,United States,2019-09-24,9,24,2019,2019,R,106,NA,8,North America,['United States'],106 min,Action & Adventure,A hotshot NYPD negotiator butts heads with the FBI and meets his match in a meticulous criminal mastermind as she attempts to rob the Federal Reserve.,s3495,Michael J. Bassett,"Aml Ameen, Rhea Seehorn, Roxanne McKee, Urs Rechn, Akshay Kumar, Tanya van Graan, Andre Jacobs, Sven Ruygrok",Inside Man: Most Wanted
Movie,United States,2019-09-24,9,24,2019,2019,TV-MA,58,NA,8,North America,['United States'],58 min,Stand-Up Comedy,"Jeff Dunham takes the stage in Dallas with his old pals Peanut, Walter, José Jalapeño, Bubba J and Achmed to poke fun at himself and American culture.",s3496,Troy Miller,Jeff Dunham,Jeff Dunham: Beside Himself
Movie,India,2019-09-23,9,23,2019,2019,TV-MA,152,NA,8,Asia,['India'],152 min,"Comedies, Dramas, International Movies","Under pressure to marry, a perennial bachelor hires a much younger woman to act as his fiancée, but her bond with his family throws his plan for a loop.",s3497,Rahul Ravindran,"Nagarjuna Akkineni, Rakul Preet Singh, Lakshmi, Rao Ramesh, Vennela Kishore, Jhansi, Devadarshini Chetan, Nishanti",Manmadhudu 2
Movie,United States,2019-09-23,9,23,2019,2018,TV-MA,87,NA,20,North America,['United States'],87 min,"Comedies, Independent Movies, International Movies",An American man in the midst of a mid-life crisis travels to the French countryside to find a new lease on life.,s3498,Archie Borders,"Matt Walsh, Judith Godreche, Reid Scott, Michaela Watkins, David Wain, Gary Cole",Under the Eiffel Tower
TV Show,South Korea,2019-09-21,9,21,2019,2019,TV-MA,NA,1,8,Asia,['South Korea'],1 Season,"International TV Shows, Korean TV Shows, TV Action & Adventure","When his nephew dies in a plane crash, stunt man Cha Dal-geon resolves to find out what happened, with the help of covert operative Go Hae-ri.",s3500,,"Lee Seung-gi, Bae Suzy, Shin Sung-rok, Moon Jung-hee, Baek Yoon-sik, Moon Sung-keun, Lee Gyoung-young, Lee Ki-young, Kim Min-jong, Jung Man-sik, Hwang Bo-ra",Vagabond
Movie,United States,2019-09-20,9,20,2019,2019,TV-MA,83,NA,8,North America,['United States'],83 min,Comedies,"Armed with awkward questions and zero self-awareness, Zach Galifianakis hits the road to find famous interview subjects for his no-budget talk show.",s3501,Scott Aukerman,"Zach Galifianakis, Lauren Lapkus, Ryan Gaul, Jiavani Linayao, Will Ferrell",Between Two Ferns: The Movie
TV Show,,2019-09-20,9,20,2019,2019,TV-MA,NA,1,8,,,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","Secrets emerge and entire cases unravel inside a police interview room in Paris, where suspects and investigators face off in an intricate dance.",s3502,,"Margot Bancilhon, Laurent Lucas, Stéphane Jobert, Anne Azoulay, Mhamed Arezki, Sara Giraudeau, Nathalie Baye, Jérémie Renier",Criminal: France
TV Show,Germany,2019-09-20,9,20,2019,2019,TV-MA,NA,1,8,Europe,['Germany'],1 Season,"British TV Shows, Crime TV Shows, International TV Shows","In the interview room, detectives go head-to-head with suspects and try to get to the truth – even if it means breaking the rules and risking it all.",s3503,,"Eva Meckbach, Sylvester Groth, Florence Kasumba, Peter Kurth, Christian Berkel, Nina Hoss, Christian Kuchenbuch, Jonathan Berlin, Deniz Arora",Criminal: Germany
TV Show,Spain,2019-09-20,9,20,2019,2019,TV-MA,NA,1,8,Europe,['Spain'],1 Season,"British TV Shows, Crime TV Shows, International TV Shows","Psychological games abound between detectives and suspects in a tense interrogation room, where the search for answers sometimes comes at a moral cost.",s3504,Mariano Barroso,"Emma Suárez, Jorge Bosch, Álvaro Cervantes, Carmen Machi, Inma Cuesta, Eduard Fernández, María Morales, José Ángel Egido, Daniel Chamorro, Javi Coll, Carlos Manuel Díaz, Nuria Mencía, Milo Taboada",Criminal: Spain
TV Show,United States,2019-09-20,9,20,2019,2019,TV-MA,NA,2,8,North America,['United States'],2 Seasons,Reality TV,The drivers of exotic supercars put their street cred on the line against deceptively fast sleeper cars built and modified by true gearheads.,s3505,,,Fastest Car
TV Show,United States,2019-09-20,9,20,2019,2019,TV-14,NA,1,8,North America,['United States'],1 Season,"Docuseries, Science & Nature TV",Take a trip inside the mind of Bill Gates as the billionaire opens up about those who influenced him and the audacious goals he's still pursuing.,s3506,,Bill Gates,Inside Bill's Brain: Decoding Bill Gates
TV Show,Spain,2019-09-20,9,20,2019,2019,TV-MA,NA,1,8,Europe,['Spain'],1 Season,"International TV Shows, TV Comedies, TV Dramas","The passionate members of a girls' roller hockey team chase down victories in the rink while striving to make time for school, family and romance.",s3507,"Kiko Cruz Claverol, Patricia Font","Iria del Río, Nora Navas, Josep Linuesa, Natàlia Barrientos, Dèlia Brufau, Yasmina Drissi Sales, Júlia Gibert, Mireia Oriol, Asia Ortega Leiva, Claudia Riera, Mireia Aixalà, Juli Fàbregas, Àgata Roca, Marc Clotet",The Hockey Girls
Movie,Turkey,2019-09-20,9,20,2019,2018,TV-MA,111,NA,20,Asia,['Turkey'],111 min,"Comedies, International Movies","When struggling singer Onur decides to return to his old job, incurable klutz Şeref organizes a surprise tour full of pitfalls and mishaps.",s3508,Bedran Güzel,"Oğuzhan Koç, İbrahim Büyükak, Ezgi Eyüboğlu, Olgun Toker, Kadir Polatçi, Aycan Koptur, Bahar Şahin, Kıvanç Baran Arslan",Travel Mates 2
Movie,Canada,2019-09-20,9,20,2019,2019,TV-Y,24,NA,8,North America,['Canada'],24 min,Children & Family Movies,It's up to True and her friends to save the day when a hungry Yeti sneaks a forbidden treat and fills the kingdom with Howling Greenies.,s3509,,"Michela Luci, Jamie Watson, Eric Peterson, Anna Claire Bartlam, Nicolas Aqui, Cory Doran, Julie Lemieux, Derek McGrath",True: Tricky Treat Day
Movie,India,2019-09-19,9,19,2019,2019,TV-MA,171,NA,8,Asia,['India'],171 min,"Dramas, International Movies, Romantic Movies","An exalted but short-fused surgeon plunges into a spiral of drugs, alcohol and rage after his intense relationship with his girlfriend turbulently ends.",s3510,Sandeep Reddy Vanga,"Shahid Kapoor, Kiara Advani, Suresh Oberoi, Arjan Bajwa, Adil Hussain, Nikita Dutta, Kamini Kaushal, Anurag Arora",Kabir Singh
TV Show,South Korea,2019-09-18,9,18,2019,2019,TV-14,NA,1,8,Asia,['South Korea'],1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","Dongbaek is a single mother. When a potential new love enters her life, she finds ways to defy the social stigmas surrounding her.",s3511,,"Kong Hyo-jin, Kang Ha-neul, Kim Ji-seok, Oh Jung-se, Yeom Hye-ran, Son Dam-bi, Ji E-su, Go Du-sim",When the Camellia Blooms
Movie,United Kingdom,2019-09-17,9,17,2019,2019,TV-MA,88,NA,8,Europe,['United Kingdom'],88 min,Action & Adventure,"Betrayed by his loan shark brother, a hardened convict escapes from prison while on furlough to exact revenge against the people who made him a killer.",s3512,Jesse V. Johnson,"Scott Adkins, Craig Fairbrass, Thomas Turgoose, Nick Moran, Kierston Wareing, Mark Strange, Leo Gregory, Luke LaFontaine, Beau Fowler, Dan Styles",Avengement
Movie,United States,2019-09-17,9,17,2019,2012,TV-MA,76,NA,92,North America,['United States'],76 min,Stand-Up Comedy,"With his uproarious tirade on modern behavior and decorum, the popular comic tackles the question we've all asked in this hilarious standup special.",s3513,Manny Rodriguez,Sebastian Maniscalco,Sebastian Maniscalco: What's Wrong with People?
Movie,United States,2019-09-15,9,15,2019,2019,TV-PG,64,NA,8,North America,['United States'],64 min,"Documentaries, International Movies, Music & Musicals",The beloved norteño band Los Tigres del Norte performs for the inmates of Folsom Prison on the 50th anniversary of Johnny Cash's iconic concert.,s3514,Tom Donahue,Los Tigres del Norte,Los Tigres del Norte at Folsom Prison
TV Show,United States,2019-09-15,9,15,2019,2019,TV-MA,NA,1,8,North America,['United States'],1 Season,"Crime TV Shows, Docuseries","In this documentary series on the tangled history of allegations against musician R. Kelly, women give detailed accounts of sexual and mental abuse.",s3516,,R. Kelly,Surviving R. Kelly
Movie,India,2019-09-14,9,14,2019,2019,TV-14,157,NA,8,Asia,['India'],157 min,"Comedies, International Movies, Music & Musicals",A surly septuagenarian gets another chance at her 20s after having her photo snapped at a studio that magically takes 50 years off her life.,s3517,B. V. Nandini Reddy,"Samantha Ruth Prabhu, Lakshmi, Rajendraprasad, Naga Shourya, Rao Ramesh, Teja Sajja, Pragathi, Jagapathi Babu, Aishwarya, Urvashi",Oh! Baby
Movie,United States,2019-09-14,9,14,2019,2019,TV-PG,83,NA,8,North America,['United States'],83 min,"Documentaries, International Movies","Go behind the scenes with stars, puppeteers and creators as they bring Jim Henson's magical world of Thra back to life in a sweeping fantasy series.",s3518,Randall Lobb,"Taron Egerton, Natalie Dormer, Simon Pegg, Jason Isaacs",The Crystal Calls Making the Dark Crystal: Age of Resistance
Movie,United States,2019-09-13,9,13,2019,2019,TV-MA,65,NA,8,North America,['United States'],65 min,Documentaries,"In this documentary, Chelsea Handler explores how white privilege impacts American culture – and the ways it’s benefited her own life and career.",s3519,Alex Stapleton,Chelsea Handler,"Hello, Privilege. It's Me, Chelsea"
TV Show,Japan,2019-09-13,9,13,2019,2019,TV-MA,NA,1,8,Asia,['Japan'],1 Season,"Anime Series, International TV Shows, TV Horror","Ikoma and the Iron Fortress take their fight to the battlegrounds of Unato, joining the alliance to reclaim the region from the kabane horde.",s3520,,"Tasuku Hatanaka, Sayaka Senbongi, Maaya Uchida, Toshiki Masuda, Kanae Oki, Mariya Ise, Ryota Osaka, Kensuke Sato, Maxwell Powers, Shinichiro Miki",Kabaneri of the Iron Fortress: The Battle of Unato
Movie,Turkey,2019-09-13,9,13,2019,2018,TV-14,105,NA,20,Asia,['Turkey'],105 min,"Comedies, International Movies","When his chatty nature lands him in trouble, an unlucky meatball seller flees Istanbul and finds a new life on a beautiful island.",s3521,Kıvanç Baruönü,"Ata Demirer, Demet Akbağ, Gonca Vuslateri, İlker Aksum, Tarık Ünlüoğlu, Erkan Can, Hande Dane, Ayten Uncuoğlu, Hakan Salınmış, İştar Gökseven",Locked on You
TV Show,France,2019-09-13,9,13,2019,2019,TV-MA,NA,1,8,Europe,['France'],1 Season,"International TV Shows, TV Dramas, TV Horror","Lured back to her hometown, a famous horror writer discovers that the evil spirit who plagues her dreams is now wreaking havoc in the real world.",s3522,,"Victoire Du Bois, Lucie Boujenah, Tiphaine Daviot, Ralph Amoussou, Bellamine Abdelmalek, Mehdi Meskar, Alban Lenoir, Mireille Herbstmeyer, Corinne Valancogne, Patrick d'Assumçao, Pierre Aussedat",Marianne
Movie,China,2019-09-13,9,13,2019,2019,TV-14,107,NA,8,Asia,['China'],107 min,"Dramas, International Movies, Romantic Movies",A young man falls for a heroic general and soon follows her footsteps as humans defend Earth against extraterrestrials seeking a precious energy source.,s3523,Teng Huatao,"Lu Han, Shu Qi, Shi Liang, Godfrey Gao, Wang Gongliang, Wang Sen, Sun Jialing, Vincent Matile",Shanghai Fortress
Movie,United States,2019-09-13,9,13,2019,2019,TV-PG,103,NA,8,North America,['United States'],103 min,"Children & Family Movies, Comedies, Romantic Movies","After years of slouching through life, 6-foot-1 teen Jodi resolves to conquer her insecurities and gets caught up in a high school love triangle.",s3524,Nzingha Stewart,"Ava Michelle, Griffin Gluck, Sabrina Carpenter, Paris Berelc, Luke Eisner, Clara Wilsey, Anjelika Washington, Rico Paris, Angela Kinsey, Steve Zahn",Tall Girl
TV Show,,2019-09-13,9,13,2019,2019,TV-MA,NA,1,8,,,1 Season,"British TV Shows, Crime TV Shows, International TV Shows","Two seasoned drug dealers return to the gritty streets of London, but their pursuit of money and power is threatened by a young and ruthless hustler.",s3525,,"Ashley Walters, Kane Robinson, Micheal Ward, Shone Romulus, Simbiatu Ajikawo, Lisa Dwan, David Omoregie, Jasmine Jobson, Hope Ikpoku Jr., Araloyin Oshunremi, Keiyon Cook",Top Boy
TV Show,United States,2019-09-13,9,13,2019,2019,TV-MA,NA,1,8,North America,['United States'],1 Season,"Crime TV Shows, TV Dramas","After a young woman is accused of lying about a rape, two female detectives investigate a spate of eerily similar attacks. Inspired by true events.",s3526,,"Toni Collette, Merritt Wever, Kaitlyn Dever, Dale Dickey, Scott Lawrence, Danielle Macdonald, Austin Hébert, Eric Lange, Elizabeth Marvel",Unbelievable
TV Show,United States,2019-09-12,9,12,2019,2019,TV-MA,NA,1,8,North America,['United States'],1 Season,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy","Wiped clean of memories and thrown together, a group of strangers fight to survive harsh realities – and the island that traps them.",s3527,,"Natalie Martinez, Kate Bosworth, Ronald Peet, Kyle Schmid, Alex Pettyfer, Sibylla Deen, Gilles Geary, Anthony Lee Medina, Kota Eberhardt, Michelle Veintimilla, Bruce McGill",The I-Land
TV Show,United States,2019-09-12,9,12,2019,2019,TV-14,NA,1,8,North America,['United States'],1 Season,"Docuseries, Science & Nature TV","Ever wonder what's happening inside your head? From dreaming to anxiety disorders, discover how your brain works with this illuminating series.",s3528,,Emma Stone,"The Mind, Explained"
Movie,"United States, United Kingdom",2019-09-10,9,10,2019,2019,TV-MA,67,NA,8,Multi-Continent,"['United States', ' United Kingdom']",67 min,Stand-Up Comedy,"Bill Burr unloads on outrage culture, male feminism, cultural appropriation, robot sex and more in a blistering stand-up special shot in London.",s3529,Mike Binder,Bill Burr,Bill Burr: Paper Tiger
Movie,United Kingdom,2019-09-10,9,10,2019,2019,TV-MA,96,NA,8,Europe,['United Kingdom'],96 min,"Documentaries, International Movies","Haunted by the suicide of a brother, a director and his kin walk across the U.K. in an emotionally trying, visually sublime journey toward healing.",s3530,Orlando von Einsiedel,,Evelyn
Movie,India,2019-09-06,9,6,2019,2019,TV-MA,125,NA,8,Asia,['India'],125 min,"Dramas, International Movies, Thrillers",The grim realities of caste discrimination come to light as an entitled but upright city cop ventures into India’s heartland to investigate a murder.,s3531,Anubhav Sinha,"Ayushmann Khurrana, Nassar, Manoj Pahwa, Kumud Mishra, Isha Talwar, Sayani Gupta, Mohammed Zeeshan Ayyub, Subhrajyoti Barat, Sushil Pandey, Aakash Dabhade",Article 15
Movie,India,2019-09-06,9,6,2019,2018,TV-MA,142,NA,20,Asia,['India'],142 min,"Comedies, Dramas, Independent Movies","From a schoolboy’s crush to a middle-aged bachelor’s office romance, four love stories spanning age, religion and status unfold in a small Indian town.",s3532,Maha Venkatesh,"Subba Rao Vepada, Radha Bessy, Kesava Karri, Nithyasri Goru, Karthik Rathnam, Praneetha Patnaik, Mohan Bhagath, Praveena Paruchuri",Care of Kancharapalem
Movie,India,2019-09-06,9,6,2019,2018,TV-14,133,NA,20,Asia,['India'],133 min,"Comedies, Independent Movies, International Movies","In Goa and in desperate need of cash, four childhood friends get another shot at making their long-abandoned dreams of becoming filmmakers come true.",s3533,Tharun Bhascker,"Vishwaksen Naidu, Sushanth Reddy, Abhinav Gomatam, Venkatesh Kakumanu, Anisha Ambrose, Simran Choudhary",Ee Nagaraniki Emaindi
Movie,Turkey,2019-09-06,9,6,2019,2019,TV-14,100,NA,8,Asia,['Turkey'],100 min,"Comedies, International Movies, Romantic Movies","Bogged down with money problems, a couple grows cautious of each other but hit the lottery and decide to stay together – till death do they part.",s3534,Şenol Sönmez,"Murat Boz, Seda Bakan, Açelya Topaloğlu, Özgür Emre Yıldırım, Seda Güven, Yosi Mizrahi, Dilşad Şimşek, Ali Yoğurtçuoğlu",Kill Me If You Dare
TV Show,France,2019-09-06,9,6,2019,2019,TV-MA,NA,1,8,Europe,['France'],1 Season,"International TV Shows, TV Dramas, TV Thrillers","In the 1960s, Israeli clerk-turned-secret agent Eli Cohen goes deep undercover inside Syria on a perilous, years-long mission to spy for Mossad.",s3535,,"Sacha Baron Cohen, Noah Emmerich, Hadar Ratzon Rotem, Alexander Siddig, Waleed Zuaiter, Nassim Lyes",The Spy
Movie,United States,2019-09-05,9,5,2019,2019,TV-G,10,NA,8,North America,['United States'],10 min,Documentaries,Barack and Michelle Obama talk with directors Steven Bognar and Julia Reichert about the documentary and the importance of storytelling.,s3536,,"President Barack Obama, Michelle Obama, Julia Reichert, Steven Bognar",American Factory: A Conversation with the Obamas
